92.5	TARGET-0027	OCR-00349	0.5	人类最强編导
92.5	TARGET-0027	OCR-00350	0.3	不要妄想用简早的的法获得流
92.5	TARGET-0027	OCR-00351	0.3	《短频性卢溶
92.5	TARGET-0027	OCR-00352	0.3	2.人 能 的
92.5	TARGET-0027	OCR-00353	0.3	［P型
92.5	TARGET-0027	OCR-00354	0.3	VS博
92.5	TARGET-0027	OCR-00355	0.3	內容型
92.5	TARGET-0027	OCR-00356	0.3	3.千A1P属性效
92.5	TARGET-0027	OCR-00357	0.3	银所石
92.5	TARGET-0027	OCR-00358	0.3	你kxt/取5履的推店，数据
92.5	TARGET-0027	OCR-00359	0.3	作品血開然
92.5	TARGET-0027	OCR-00360	0.3	B凝 VLoG
92.5	TARGET-0027	OCR-00361	0.3	F货
92.5	TARGET-0027	OCR-00362	0.5	以及那神一张图片一张BGM的
97.5	TARGET-0028	OCR-00363	0.3	小紅书
97.5	TARGET-0028	OCR-00364	0.5	人类最强编导
97.5	TARGET-0028	OCR-00365	0.5	不要妄想用简
97.5	TARGET-0028	OCR-00366	0.3	人雅题性卢溶
97.5	TARGET-0028	OCR-00367	0.3	2.人冷前扒的
97.5	TARGET-0028	OCR-00368	0.3	「P型
97.5	TARGET-0028	OCR-00369	0.3	VS
97.5	TARGET-0028	OCR-00370	0.3	公kc物/取5履的极店，好据）逃加了通是到
97.5	TARGET-0028	OCR-00371	0.3	作品血見及
97.5	TARGET-0028	OCR-00372	0.3	能了的菜L
97.5	TARGET-0028	OCR-00373	0.3	装L视疑 VLoG
97.5	TARGET-0028	OCR-00374	0.5	这里我要讲的-
100	TARGET-0029	OCR-00375	0.3	小红书
100	TARGET-0029	OCR-00376	1	人类最强编导
100	TARGET-0029	OCR-00377	0.5	不要妄
100	TARGET-0029	OCR-00378	0.3	652
100	TARGET-0029	OCR-00379	0.3	7、人冷能打的！
100	TARGET-0029	OCR-00380	0.3	Pvs關
100	TARGET-0029	OCR-00381	0.3	蔡业季和高考荸
102.5	TARGET-0030	OCR-00382	0.3	小紅书
102.5	TARGET-0030	OCR-00383	0.5	人类最强編导
102.5	TARGET-0030	OCR-00384	0.3	不要妄想用简車的方法。
102.5	TARGET-0030	OCR-00385	0.3	肉容型
102.5	TARGET-0030	OCR-00386	0.3	“3.9A1P医台效
102.5	TARGET-0030	OCR-00387	0.3	41912$3
102.5	TARGET-0030	OCR-00388	0.3	Ckisss/取居才
102.5	TARGET-0030	OCR-00389	0.3	行品血
102.5	TARGET-0030	OCR-00390	1	一年中最重要的涨粉时期
107.5	TARGET-0031	OCR-00391	0.3	小紅书
107.5	TARGET-0031	OCR-00392	0.5	人类最强编导
107.5	TARGET-0031	OCR-00393	0.3	不要妄想用尚
107.5	TARGET-0031	OCR-00394	0.3	人征般糕卢路
107.5	TARGET-0031	OCR-00395	0.3	【型
107.5	TARGET-0031	OCR-00396	0.3	VS
107.5	TARGET-0031	OCR-00397	0.3	3.T41Pe
107.5	TARGET-0031	OCR-00398	0.3	公kc5/取5履的极店，数作）.逃和了通
107.5	TARGET-0031	OCR-00399	0.3	这上装 好VL0G
107.5	TARGET-0031	OCR-00400	0.3	Mny
107.5	TARGET-0031	OCR-00401	0.3	f货
107.5	TARGET-0031	OCR-00402	0.5	那么同样的视频呢
112.5	TARGET-0032	OCR-00403	0.3	小红书
112.5	TARGET-0032	OCR-00404	0.5	人类最强編导
112.5	TARGET-0032	OCR-00405	0.3	不要要想
112.5	TARGET-0032	OCR-00406	0.5	肉容型
112.5	TARGET-0032	OCR-00407	0.3	VS
112.5	TARGET-0032	OCR-00408	1	博
112.5	TARGET-0032	OCR-00409	0.3	3. FAIPra
112.5	TARGET-0032	OCR-00410	0.3	公众c5的/身品層的极）
112.5	TARGET-0032	OCR-00411	1	这种视频涨粉也非常快
115	TARGET-0033	OCR-00412	0.3	小红书
115	TARGET-0033	OCR-00413	0.5	人类最强编导
115	TARGET-0033	OCR-00414	0.3	不要妄想用简宰的方注
115	TARGET-0033	OCR-00415	0.3	人.短辣佳卢旁
115	TARGET-0033	OCR-00416	0.3	IP型
115	TARGET-0033	OCR-00417	0.3	VS
115	TARGET-0033	OCR-00418	0.3	内容型，
115	TARGET-0033	OCR-00419	0.3	博王
115	TARGET-0033	OCR-00420	0.3	台所石
115	TARGET-0033	OCR-00421	0.3	3创
115	TARGET-0033	OCR-00422	0.3	适合
115	TARGET-0033	OCR-00423	0.3	公kasb/取5履的极店，如班）遊和
115	TARGET-0033	OCR-00424	0.3	作的見的
115	TARGET-0033	OCR-00425	0.3	能了的味
115	TARGET-0033	OCR-00426	0.3	同片如信奇視線
115	TARGET-0033	OCR-00427	0.5	那么第三介目的呢
119	TARGET-0034	OCR-00428	0.3	小紅书
119	TARGET-0034	OCR-00429	0.5	人类最强編导
119	TARGET-0034	OCR-00430	0.3	不要妄想用简早的方
